NUMBER_OF_SYNAPSES	fit_to_EPSP	SEC_List	Sec_Index	Sec_Seg	SEC_List	Sec_Index	Sec_Seg	SEC_List	Sec_Index	Sec_Seg	SEC_List	Sec_Index	Sec_Seg	SEC_List	Sec_Index	Sec_Seg	TAU_1	TAU_2	WEIGHT	Spike_time	RMSD
5	100316_Cl2_4to3	apic	22	0.5	apic	22	1.0	apic	22	0.5	apic	22	1.0	apic	22	0.5	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	1.0	apic	22	1.0	apic	22	1.0	apic	22	0.5	apic	22	0.5	0.3	1.8	0.001547	141.218	0.072015
5	100316_Cl2_4to3	apic	22	0.5	apic	22	1.0	apic	22	0.5	apic	22	0.5	apic	22	0.5	0.3	1.8	0.001530	141.248	0.072161
5	100316_Cl2_4to3	apic	22	0.5	apic	22	1.0	apic	22	0.5	apic	22	0.5	apic	22	1.0	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	1.0	apic	22	0.5	apic	22	0.5	apic	22	0.5	apic	22	1.0	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	1.0	apic	22	0.5	apic	22	0.5	apic	22	0.5	apic	22	1.0	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	1.0	apic	22	0.5	apic	22	0.5	apic	22	0.5	apic	22	1.0	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	0.5	apic	22	0.5	apic	22	1.0	apic	22	0.5	apic	22	1.0	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	1.0	apic	22	0.5	apic	22	0.5	apic	22	0.5	apic	22	1.0	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	1.0	apic	22	1.0	apic	22	1.0	apic	22	0.5	apic	22	1.0	0.3	1.8	0.001560	141.159	0.071948
5	100316_Cl2_4to3	apic	22	0.5	apic	22	1.0	apic	22	1.0	apic	22	1.0	apic	22	1.0	0.3	1.8	0.001560	141.159	0.071948
5	100316_Cl2_4to3	apic	22	0.5	apic	22	0.5	apic	22	0.5	apic	22	0.5	apic	22	0.5	0.3	1.8	0.001524	141.255	0.072225
5	100316_Cl2_4to3	apic	22	1.0	apic	22	1.0	apic	22	1.0	apic	22	0.5	apic	22	1.0	0.3	1.8	0.001560	141.159	0.071948
5	100316_Cl2_4to3	apic	22	0.5	apic	22	0.5	apic	22	1.0	apic	22	1.0	apic	22	0.5	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	1.0	apic	22	0.5	apic	22	0.5	apic	22	1.0	apic	22	0.5	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	1.0	apic	22	0.5	apic	22	1.0	apic	22	1.0	apic	22	0.5	0.3	1.8	0.001547	141.218	0.072015
5	100316_Cl2_4to3	apic	22	0.5	apic	22	0.5	apic	22	1.0	apic	22	0.5	apic	22	0.5	0.3	1.8	0.001530	141.248	0.072161
5	100316_Cl2_4to3	apic	22	1.0	apic	22	0.5	apic	22	1.0	apic	22	1.0	apic	22	0.5	0.3	1.8	0.001547	141.218	0.072015
5	100316_Cl2_4to3	apic	22	0.5	apic	22	0.5	apic	22	1.0	apic	22	0.5	apic	22	0.5	0.3	1.8	0.001530	141.248	0.072161
5	100316_Cl2_4to3	apic	22	0.5	apic	22	0.5	apic	22	0.5	apic	22	0.5	apic	22	0.5	0.3	1.8	0.001524	141.255	0.072225
5	100316_Cl2_4to3	apic	22	1.0	apic	22	1.0	apic	22	1.0	apic	22	0.5	apic	22	1.0	0.3	1.8	0.001560	141.159	0.071948
5	100316_Cl2_4to3	apic	22	1.0	apic	22	0.5	apic	22	1.0	apic	22	1.0	apic	22	0.5	0.3	1.8	0.001547	141.218	0.072015
5	100316_Cl2_4to3	apic	22	0.5	apic	22	1.0	apic	22	0.5	apic	22	0.5	apic	22	0.5	0.3	1.8	0.001530	141.248	0.072161
5	100316_Cl2_4to3	apic	22	0.5	apic	22	0.5	apic	22	0.5	apic	22	1.0	apic	22	1.0	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	0.5	apic	22	0.5	apic	22	0.5	apic	22	1.0	apic	22	1.0	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	1.0	apic	22	0.5	apic	22	0.5	apic	22	1.0	apic	22	0.5	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	0.5	apic	22	1.0	apic	22	0.5	apic	22	1.0	apic	22	0.5	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	1.0	apic	22	0.5	apic	22	1.0	apic	22	0.5	apic	22	0.5	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	0.5	apic	22	0.5	apic	22	0.5	apic	22	1.0	apic	22	0.5	0.3	1.8	0.001530	141.248	0.072161
5	100316_Cl2_4to3	apic	22	0.5	apic	22	1.0	apic	22	0.5	apic	22	0.5	apic	22	1.0	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	1.0	apic	22	1.0	apic	22	1.0	apic	22	1.0	apic	22	1.0	0.3	1.8	0.001575	141.197	0.071885
5	100316_Cl2_4to3	apic	22	0.5	apic	22	0.5	apic	22	1.0	apic	22	1.0	apic	22	0.5	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	1.0	apic	22	1.0	apic	22	1.0	apic	22	1.0	apic	22	0.5	0.3	1.8	0.001560	141.159	0.071948
5	100316_Cl2_4to3	apic	22	0.5	apic	22	1.0	apic	22	0.5	apic	22	1.0	apic	22	1.0	0.3	1.8	0.001547	141.218	0.072015
5	100316_Cl2_4to3	apic	22	1.0	apic	22	0.5	apic	22	0.5	apic	22	0.5	apic	22	1.0	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	0.5	apic	22	0.5	apic	22	1.0	apic	22	0.5	apic	22	0.5	0.3	1.8	0.001530	141.248	0.072161
5	100316_Cl2_4to3	apic	22	0.5	apic	22	0.5	apic	22	1.0	apic	22	0.5	apic	22	1.0	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	0.5	apic	22	0.5	apic	22	0.5	apic	22	0.5	apic	22	0.5	0.3	1.8	0.001524	141.255	0.072225
5	100316_Cl2_4to3	apic	22	0.5	apic	22	0.5	apic	22	1.0	apic	22	1.0	apic	22	0.5	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	1.0	apic	22	0.5	apic	22	0.5	apic	22	1.0	apic	22	1.0	0.3	1.8	0.001547	141.218	0.072015
5	100316_Cl2_4to3	apic	22	0.5	apic	22	0.5	apic	22	1.0	apic	22	0.5	apic	22	1.0	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	0.5	apic	22	1.0	apic	22	0.5	apic	22	1.0	apic	22	1.0	0.3	1.8	0.001547	141.218	0.072015
5	100316_Cl2_4to3	apic	22	0.5	apic	22	1.0	apic	22	1.0	apic	22	0.5	apic	22	0.5	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	1.0	apic	22	1.0	apic	22	0.5	apic	22	0.5	apic	22	1.0	0.3	1.8	0.001547	141.218	0.072015
5	100316_Cl2_4to3	apic	22	1.0	apic	22	0.5	apic	22	1.0	apic	22	0.5	apic	22	0.5	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	0.5	apic	22	1.0	apic	22	0.5	apic	22	1.0	apic	22	0.5	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	1.0	apic	22	0.5	apic	22	0.5	apic	22	1.0	apic	22	0.5	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	0.5	apic	22	0.5	apic	22	1.0	apic	22	1.0	apic	22	0.5	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	1.0	apic	22	0.5	apic	22	1.0	apic	22	1.0	apic	22	0.5	0.3	1.8	0.001547	141.218	0.072015
5	100316_Cl2_4to3	apic	22	0.5	apic	22	0.5	apic	22	0.5	apic	22	1.0	apic	22	1.0	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	1.0	apic	22	1.0	apic	22	1.0	apic	22	1.0	apic	22	1.0	0.3	1.8	0.001575	141.197	0.071885
5	100316_Cl2_4to3	apic	22	0.5	apic	22	0.5	apic	22	0.5	apic	22	0.5	apic	22	0.5	0.3	1.8	0.001524	141.255	0.072225
5	100316_Cl2_4to3	apic	22	1.0	apic	22	1.0	apic	22	0.5	apic	22	1.0	apic	22	0.5	0.3	1.8	0.001547	141.218	0.072015
5	100316_Cl2_4to3	apic	22	1.0	apic	22	0.5	apic	22	0.5	apic	22	1.0	apic	22	1.0	0.3	1.8	0.001547	141.218	0.072015
5	100316_Cl2_4to3	apic	22	1.0	apic	22	0.5	apic	22	0.5	apic	22	0.5	apic	22	0.5	0.3	1.8	0.001530	141.248	0.072161
5	100316_Cl2_4to3	apic	22	1.0	apic	22	0.5	apic	22	0.5	apic	22	1.0	apic	22	0.5	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	1.0	apic	22	0.5	apic	22	1.0	apic	22	1.0	apic	22	1.0	0.3	1.8	0.001560	141.159	0.071948
5	100316_Cl2_4to3	apic	22	0.5	apic	22	0.5	apic	22	0.5	apic	22	1.0	apic	22	0.5	0.3	1.8	0.001530	141.248	0.072161
5	100316_Cl2_4to3	apic	22	1.0	apic	22	1.0	apic	22	1.0	apic	22	0.5	apic	22	0.5	0.3	1.8	0.001547	141.218	0.072015
5	100316_Cl2_4to3	apic	22	1.0	apic	22	1.0	apic	22	0.5	apic	22	0.5	apic	22	0.5	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	0.5	apic	22	1.0	apic	22	0.5	apic	22	1.0	apic	22	1.0	0.3	1.8	0.001547	141.218	0.072015
5	100316_Cl2_4to3	apic	22	1.0	apic	22	0.5	apic	22	0.5	apic	22	1.0	apic	22	0.5	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	0.5	apic	22	0.5	apic	22	0.5	apic	22	1.0	apic	22	1.0	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	1.0	apic	22	0.5	apic	22	0.5	apic	22	0.5	apic	22	1.0	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	0.5	apic	22	1.0	apic	22	1.0	apic	22	0.5	apic	22	0.5	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	0.5	apic	22	1.0	apic	22	1.0	apic	22	1.0	apic	22	0.5	0.3	1.8	0.001547	141.218	0.072015
5	100316_Cl2_4to3	apic	22	0.5	apic	22	1.0	apic	22	1.0	apic	22	1.0	apic	22	1.0	0.3	1.8	0.001560	141.159	0.071948
5	100316_Cl2_4to3	apic	22	0.5	apic	22	1.0	apic	22	1.0	apic	22	0.5	apic	22	0.5	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	0.5	apic	22	0.5	apic	22	0.5	apic	22	1.0	apic	22	1.0	0.3	1.8	0.001537	141.239	0.072087
5	100316_Cl2_4to3	apic	22	0.5	apic	22	1.0	apic	22	1.0	apic	22	1.0	apic	22	0.5	0.3	1.8	0.001547	141.218	0.072015
5	100316_Cl2_4to3	apic	22	0.5	apic	22	0.5	apic	22	1.0	apic	22	0.5	apic	22	0.5	0.3	1.8	0.001530	141.248	0.072161
